MAIN_ID,IDS,Z_VALUE,FLUX_B,FLUX_V,SCRIPT_NUMBER_ID
GRB 210507A,GRB 210507A,,,,0
[STK2001] 10785a,[STK2001] 10785a,,,,0
Fermi bn090516853,GRB 090516C|Fermi bn090516853,,,,0
GRB 010427,GRB 010427,,,,0
GRB 201215A,GRB 201215A,,,,0
GRB 060728,GRB 060728,,,,0
NTB 931220.16,NTB 931220.16,,,,0
GRB 220331A,GRB 220331A,,,,0
[STK2001] 11599b,[STK2001] 11599b,,,,0
Trigger  5605,Trigger  5605|[STK2001] 10342a,,,,0
Fermi bn130906435,Fermi bn130906435,,,,0
GRB 100224A,GRB 100224A,,,,0
[KLK2001] 970121.28,[KLK2001] 970121.28,,,,0
[STK2001] 09363d,[STK2001] 09363d,,,,0
GRB 031127A,GRB 031127A,,,,0
Fermi bn160522445,Fermi bn160522445,,,,0
[KLK2001] 950524.89,[KLK2001] 950524.89,,,,0
3B 940114B,3B 940114B|4B 940114B|Trigger  2759|[STK2001] 09366a,,,,0
Fermi bn150922883,Fermi bn150922883,,,,0
Trigger  6351,Trigger  6351|[STK2001] 10689d,,,,0
Fermi bn140608713,Fermi bn140608713,,,,0
GRB 970601,GRB 970601,,,,0
Fermi bn200117517,Fermi bn200117517,,,,0
GRB 221202A,GRB 221202A,,,,0
GRB 080212B,GRB 080212B,,,,0
GRB 170306A,GRB 170306A,,,,0
GRB 111016B,GRB 111016B,,,,0
Fermi bn180423266,Fermi bn180423266,,,,0
GRB 110827A,GRB 110827A,,,,0
Trigger  5655,Trigger  5655|[STK2001] 10392c,,,,0
GRB 080328,GRB 080328,,,,0
[STK2001] 08451b,[STK2001] 08451b,,,,0
GRB 130907A,GRB 130907A,1.2380000,,,0
GRB 070506,GRB 070506,2.3090000,,19.040000915527344,0
[KLK2001] 960102.83,[KLK2001] 960102.83,,,,0
Fermi bn141122956,Fermi bn141122956,,,,0
4B 950208,4B 950208|GRB 950208|Trigger  3408|[STK2001] 09756b,,,,0
[STK2001] 11079e,[STK2001] 11079e,,,,0
[STK2001] 09892b,[STK2001] 09892b,,,,0
GRB 050915A,GRB 050915A,2.5273000,,,0
[STK2001] 08649f,[STK2001] 08649f,,,,0
Fermi bn161230298,Fermi bn161230298,,,,0
Fermi bn140916234,Fermi bn140916234,,,,0
Fermi bn090529564,GRB 090529C|Fermi bn090529564,,,,0
GRB 190630B,GRB 190630B,,,,0
Fermi bn130523095,Fermi bn130523095,,,,0
3B 940904,3B 940904|4B 940904|Trigger  3155|[STK2001] 09599a,,,,0
4B 941023,4B 941023|GRB 941023|Trigger  3255|[STK2001] 09648b,,,,0
GRB 211115A,GRB 211115A,,,,0
[STK2001] 10845f,[STK2001] 10845f,,,,0
GRB 070126,GRB 070126,2.3530000,,20.40999984741211,0
GRB 200313A,GRB 200313A,,,,0
[KLK2001] 930928.94,[KLK2001] 930928.94,,,,0
Trigger  6370,Trigger  6370,,,,0
GRB 151212B,GRB 151212B,,,,0
4B 951102,4B 951102|GRB 951102|Trigger  3891|[STK2001] 10023d,,,,0
[KLK2001] 960305.41,[KLK2001] 960305.41,,,,0
GRB 190515B,GRB 190515B,,,,0
Trigger  6103,Trigger  6103|[STK2001] 10505e,,,,0
GRB 060904B,GRB 060904B,0.7029000,19.139999389648438,18.3700008392334,0
Fermi bn111008992,GRB 111008B|Fermi bn111008992,,,,0
2B 921002B,2B 921002B|3B 921002B|4B 921002B|Trigger  1970,,,,0
[STK2001] 11215e,[STK2001] 11215e,,,,0
[KLK2001] 921028.73,[KLK2001] 921028.73,,,,0
Fermi bn100714672,GRB 100714A|Fermi bn100714672,,,,0
[STK2001] 10648c,[STK2001] 10648c,,,,0
Fermi bn160818198,Fermi bn160818198,,,,0
PhebusB 920420,PhebusB 920420,,,,0
GRB 160716A,GRB 160716A,,,,0
[KLK2001] 951217.16,[KLK2001] 951217.16,,,,0
GRB 990806,GRB 990806|Trigger  7701|[STK2001] 11396c,,,,0
GRB 130521A,GRB 130521A,,,,0
[STK2001] 10160e,[STK2001] 10160e,,,,0
Fermi bn111005398,GRB 111005B|Fermi bn111005398,,,,0
GRB 020116,GRB 020116,,,,0
GRB 180407A,GRB 180407A,,,,0
Fermi bn160513553,Fermi bn160513553,,,,0
GRB 120803B,GRB 120803B,,,,0
GRB 081211B,GRB 081211B,,,,0
GRB 071003A,GRB 071003A,,,,0
NTB 931025.93,NTB 931025.93,,,,0
Fermi bn130615398,Fermi bn130615398,,,,0
Fermi bn121217313,GRB 121217A|Fermi bn121217313,,,,0
Fermi bn150227702,Fermi bn150227702,,,,0
Fermi bn120226447,GRB 120226B|Fermi bn120226447,,,,0
Fermi bn140322424,Fermi bn140322424,,,,0
[KLK2001] 931125.86,[KLK2001] 931125.86,,,,0
Fermi bn110528624,GRB 110528A|Fermi bn110528624,,,,0
[KLK2001] 921124.06,[KLK2001] 921124.06,,,,0
[KLK2001] 970117.09,[KLK2001] 970117.09,,,,0
Fermi bn130214800,Fermi bn130214800,,,,0
Trigger  7287,Trigger  7287|[STK2001] 11176a,,,,0
GRB 780325,GRB 780325,,,,0
Fermi bn150827785,Fermi bn150827785,,,,0
Fermi bn171022085,Fermi bn171022085,,,,0
GRB 030509,GRB 030509,,,,0
GRB 980301,GRB 980301|Trigger  6621|[STK2001] 10873e,,,,0
Fermi bn090207777,GRB 090207|Fermi bn090207777|GRB 090207A,,,,0
GRB 220903A,GRB 220903A,,,,0
Fermi bn161228405,GRB 161228A|Fermi bn161228405,,,,0
GRB 201024A,GRB 201024A,,,,0
3B 930506C,3B 930506C|4B 930506C|GRB 930506C|Trigger  2328|[STK2001] 09113a,,,,0
GRB 170529A,GRB 170529A,,,,0
GRB 181110A,GRB 181110A,,,,0
GRB 000226B,GRB 000226B|Trigger  7999,,,,0
[STK2001] 11340b,[STK2001] 11340b,,,,0
Fermi bn120302722,GRB 120302B|Fermi bn120302722,,,,0
GRB 220319A,GRB 220319A,,,,0
GRB 041129,GRB 041129,,,,0
GRB 791016,GRB 791016|KONUS 16.10.79,,,,0
GRB 120911B,GRB 120911B,,,,0
Fermi bn130109206,Fermi bn130109206,,,,0
GRB 161217C,GRB 161217C,,,,0
Fermi bn120728934,GRB 120728A|Fermi bn120728934,,,,0
GRB 040403A,GRB 040403A,,,,0
4B 951107,4B 951107|GRB 951107|Trigger  3900|[STK2001] 10028d,,,,0
Fermi bn130717734,Fermi bn130717734,,,,0
BSAS 950325 63393,BSAS 950325 63393,,,,0
[STK2001] 10742a,[STK2001] 10742a,,,,0
GRB 121024A,GRB 121024A,2.2980000,,,0
NTB 931031.23,NTB 931031.23,,,,0
GRB 220831A,GRB 220831A,,,,0
Fermi bn160912350,Fermi bn160912350,,,,0
[KLK2001] 950519.92,[KLK2001] 950519.92,,,,0
[KLK2001] 960706.25,[KLK2001] 960706.25,,,,0
GRB 071112,GRB 071112,1.1400000,,,0
GRB 181020A,GRB 181020A,2.9350000,,,0
[KLK2001] 940414.91,[KLK2001] 940414.91,,,,0
GRB 151027B,GRB 151027B,4.0633000,,,0
GRB 201221C,GRB 201221C,,,,0
[STK2001] 11562b,[STK2001] 11562b,,,,0
GRB 070611,GRB 070611,2.0394000,,,0
Fermi bn081215880,GRB 081215B|Fermi bn081215880,,,,0
GRB 190114B,GRB 190114B,,,,0
1B 910702,1B 910702|2B 910702|3B 910702|4B 910702|BSAS 910702 25195|GRB 910702|Trigger   474|[STK2001] 08439c,,,,0
GRB 210924A,GRB 210924A,,,,0
[KLK2001] 960301.07,[KLK2001] 960301.07,,,,0
4B 950409,4B 950409|Trigger  3499,,,,0
GRB 151231B,GRB 151231B,,,,0
[STK2001] 09308a,[STK2001] 09308a,,,,0
[STK2001] 11316f,[STK2001] 11316f,,,,0
Fermi bn120226871,GRB 120226A|Fermi bn120226871,,,,0
[STK2001] 09445g,[STK2001] 09445g,,,,0
GRB 790415,GRB 790415|KONUS 15.04.79,,,,0
GRB 210517A,GRB 210517A,,,,0
GRB 080611,GRB 080611,,,,0
GRB 020405,GRB 020405|XRF 020405,0.6898000,21.899999618530273,21.5,0
Fermi bn130912358,GRB 130912A|Fermi bn130912358,,,,0
GRB 010609,GRB 010609,,,,0
[KLK2001] 970111.65,[KLK2001] 970111.65,,,,0
GRB 220223A,GRB 220223A,,,,0
[STK2001] 08903c,[STK2001] 08903c,,,,0
Fermi bn131119781,Fermi bn131119781,,,,0
[STK2001] 10854a,[STK2001] 10854a,,,,0
3B 930421B,3B 930421B|4B 930421B|Trigger  2313,,,,0
[KLK2001] 950511.93,[KLK2001] 950511.93,,,,0
[STK2001] 11588a,[STK2001] 11588a,,,,0
Fermi bn100629801,GRB 100629A|Fermi bn100629801,,,,0
Fermi bn101010190,GRB 101010A|Fermi bn101010190,,,,0
3B 940126B,3B 940126B|4B 940126B|Trigger  2782,,,,0
[STK2001] 10579e,[STK2001] 10579e,,,,0
Trigger  6837,Trigger  6837,,,,0
3B 930807,3B 930807|4B 930807|Trigger  2484|[STK2001] 09206c,,,,0
[STK2001] 10214f,[STK2001] 10214f,,,,0
[STK2001] 09580d,[STK2001] 09580d,,,,0
Fermi bn170323775,Fermi bn170323775,,,,0
3B 930506,3B 930506|4B 930506|GRB 930506|Trigger  2329,,,,0
[STK2001] 09869c,[STK2001] 09869c,,,,0
1B 910425B,1B 910425B|2B 910425B|3B 910425B|4B 910425B|Trigger   110|[STK2001] 08371c,,,,0
GRB 010317,GRB 010317,,,,0
GRB 130518B,GRB 130518B,,,,0
GRB 081204,GRB 081204,,,,0
Fermi bn151111356,GRB 151111A|Fermi bn151111356,3.5000000,,,0
GRB 190311A,GRB 190311A,,,,0
GRB 111103B,GRB 111103B,,,,0
Fermi bn101224578,GRB 101224B|Fermi bn101224578,,,,0
GRB 151107A,GRB 151107A,,,,0
Fermi bn120713226,Fermi bn120713226,,,,0
[STK2001] 10476d,[STK2001] 10476d,,,,0
2B 920329,2B 920329|3B 920329|4B 920329|Trigger  1525,,,,0
Fermi bn130114019,Fermi bn130114019,,,,0
[STK2001] 09801a,[STK2001] 09801a,,,,0
[STK2001] 11380b,[STK2001] 11380b,,,,0
GRB 981021,GRB 981021|GRB 981021B|Trigger  7170|[STK2001] 11107b,,,,0
[STK2001] 09354d,[STK2001] 09354d,,,,0
[STK2001] 10610d,[STK2001] 10610d,,,,0
[KLK2001] 950605.13,[KLK2001] 950605.13,,,,0
GRB 980904,GRB 980904|Trigger  7063|[STK2001] 11060b,,,,0
GRB 900201,GRB 900201|PhebusB 900201,,,,0
[STK2001] 10504d,[STK2001] 10504d,,,,0
GRB 080407B,GRB 080407B,,,,0
[KLK2001] 940705.29,[KLK2001] 940705.29,,,,0
Fermi bn120830212,Fermi bn120830212,,,,0
Trigger  7831,Trigger  7831|[STK2001] 11481a,,,,0
GRB 200906A,GRB 200906A,,,,0
Fermi bn120727354,Fermi bn120727354,,,,0
1B 920302B,1B 920302B|2B 920302B|3B 920302B|4B 920302B|Trigger  1458|[STK2001] 08683a,,,,0
Fermi bn110904124,GRB 110904A|Fermi bn110904124,,,,0
[KLK2001] 970116.67,[KLK2001] 970116.67,,,,0
[STK2001] 11582a,[STK2001] 11582a,,,,0
GRB 220721A,GRB 220721A,,,,0
GRB 190808A,GRB 190808A,,,,0
Trigger  6215,Trigger  6215|[STK2001] 10568c,,,,0
[KLK2001] 920805.21,[KLK2001] 920805.21,,,,0
GRB 210205A,GRB 210205A,,,,0
[KLK2001] 950717.81,[KLK2001] 950717.81,,,,0
[STK2001] 10180a,[STK2001] 10180a,,,,0
[STK2001] 11123d,[STK2001] 11123d,,,,0
[STK2001] 09261b,[STK2001] 09261b,,,,0
Fermi bn100502356,GRB 100502A|Fermi bn100502356,,,,0
[KLK2001] 940930.26,[KLK2001] 940930.26,,,,0
GRB 070419B,GRB 070419B,0.9700000,20.350000381469727,,0
1B 910718,1B 910718|2B 910718|3B 910718|4B 910718|BSAS 910718 76051|GRB 910718|GRB 910718D|Trigger   551|[STK2001] 08455h,,,,0
GRB 160825A,GRB 160825A,,,,0
GRB 140710A,GRB 140710A,0.5580000,,,0
[STK2001] 09899b,[STK2001] 09899b,,,,0
[STK2001] 08918b,[STK2001] 08918b,,,,0
GBS 2006-21,GBS 2006-21|GBS 2006-22|GRB 781104B|GRB 781104|IRAS 20061-2137|KONUS 04.11.78b|[ABH87] 16,,,,0
4B 950730,4B 950730|GRB 950730|Trigger  3717|Trigger  3720|[STK2001] 09928a,,,,0
GRB 040421A,GRB 040421A,,,,0
GRB 150114C,GRB 150114C,,,,0
Fermi bn170130697,Fermi bn170130697,,,,0
1B 911027,1B 911027|2B 911027|3B 911027|4B 911027|GRB 911027|Trigger   942|[STK2001] 08556a,,,,0
GRB 981226,GRB 981226|Trigger  7281|XRF 981226|[STK2001] 11173b,1.1100000,,,0
[KLK2001] 960304.56,[KLK2001] 960304.56,,,,0
[KLK2001] 941004.97,[KLK2001] 941004.97,,,,0
GRB 200705A,GRB 200705A,,,,0
GRB 200703A,GRB 200703A,,,,0
GRB 790731,GRB 790731|KONUS 31.07.79|[ABH87] 58,,,,0
[KLK2001] 950103.79,[KLK2001] 950103.79,,,,0
GRB 060513,GRB 060513,,,,0
[KLK2001] 970801.69,[KLK2001] 970801.69,,,,0
[STK2001] 10472a,[STK2001] 10472a,,,,0
Fermi bn110221244,GRB 110221A|Fermi bn110221244,,,,0
Fermi bn160820496,GRB 160820A|Fermi bn160820496,,,,0
[STK2001] 10762a,[STK2001] 10762a,,,,0
[KLK2001] 970927.01,[KLK2001] 970927.01,,,,0
GRB 150413A,GRB 150413A,3.2000000,,,0
4B 960325B,4B 960325B|Trigger  5337|[STK2001] 10167a,,,,0
3B 930711B,3B 930711B|4B 930711B|Trigger  2440|[STK2001] 09179a,,,,0
Fermi bn120919816,Fermi bn120919816,,,,0
[STK2001] 09495b,[STK2001] 09495b,,,,0
GRB 991216,GRB 991216|Trigger  7906|XRF 991216|[STK2001] 11528c,1.0220000,,,0
GRB 161217A,GRB 161217A,,,,0
[KLK2001] 960410.51,[KLK2001] 960410.51,,,,0
Fermi bn170521882,Fermi bn170521882,,,,0
[STK2001] 08940a,[STK2001] 08940a,,,,0
[STK2001] 11188b,[STK2001] 11188b,,,,0
3B 931217,3B 931217|4B 931217|Trigger  2695|[STK2001] 09338a,,,,0
[STK2001] 11423d,[STK2001] 11423d,,,,0
GRB 220910A,GRB 220910A,,,,0
[KLK2001] 951001.48,[KLK2001] 951001.48,,,,0
GRB 190121A,GRB 190121A,,,,0
[STK2001] 11002b,[STK2001] 11002b,,,,0
Fermi bn100130777,GRB 100130B|Fermi bn100130777,,,,0
[KLK2001] 961019.51,[KLK2001] 961019.51,,,,0
GRB 900210,GRB 900210,,,,0
3B 931006,3B 931006|4B 931006|Trigger  2566,,,,0
Trigger  7525,Trigger  7525,,,,0
[STK2001] 10937a,[STK2001] 10937a,,,,0
Fermi bn141221338,GRB 141221A|Fermi bn141221338,1.4520000,,,0
GRB 090831C,GRB 090831C,,,,0
GRB 120807A,GRB 120807A,,,,0
GRB 200407B,GRB 200407B,,,,0
Fermi bn101208498,GRB 101208B|Fermi bn101208498,,,,0
[STK2001] 08498a,[STK2001] 08498a,,,,0
4B 950919,4B 950919|Trigger  3806|[STK2001] 09979a,,,,0
Fermi bn100713980,GRB 100713B|Fermi bn100713980,,,,0
Fermi bn171201068,Fermi bn171201068,,,,0
GRB 081226D,GRB 081226D,,,,0
Fermi bn160910722,GRB 160910A|Fermi bn160910722,,,,0
GRB 010501,GRB 010501,,,,0
Fermi bn150721242,Fermi bn150721242,,,,0
Fermi bn170901255,Fermi bn170901255,,,,0
GRB 210827B,GRB 210827B,,,,0
Fermi bn160125368,Fermi bn160125368,,,,0
GRB 191110A,GRB 191110A,,,,0
Fermi bn120511638,GRB 120511A|Fermi bn120511638,,,,0
[KLK2001] 931215.12,[KLK2001] 931215.12,,,,0
Fermi bn100204024,GRB 100204A|Fermi bn100204024,,,,0
2B 920811,2B 920811|3B 920811|4B 920811|Trigger  1791|[STK2001] 08845a,,,,0
GRB 221205A,GRB 221205A,,,,0
Fermi bn100616773,GRB 100616A|Fermi bn100616773,,,,0
GRB 110925,GRB 110925,,,,0
Fermi bn171020813,Fermi bn171020813,,,,0
GRB 210807C,GRB 210807C,,,,0
GRB 210715B,GRB 210715B,,,,0
GRB 210503A,GRB 210503A,,,,0
[STK2001] 08392a,[STK2001] 08392a,,,,0
GRB 030626,GRB 030626,,,,0
Trigger  5730,Trigger  5730|[STK2001] 10445d,,,,0
Fermi bn080824909,GRB 080824|Fermi bn080824909|GRB 080824A,,,,0
Fermi bn101127093,GRB 101127A|Fermi bn101127093,,,,0
[STK2001] 11127a,[STK2001] 11127a,,,,0
[STK2001] 09294b,[STK2001] 09294b,,,,0
[STK2001] 10061a,[STK2001] 10061a,,,,0
[STK2001] 09254b,[STK2001] 09254b,,,,0
GRB 060111A,GRB 060111A|XRR 060111A,,,18.860000610351562,0
GRB 080410,GRB 080410,,,,0
GRB 080320,GRB 080320,,,,0
Fermi bn100227067,Fermi bn100227067,,,,0
[KLK2001] 921128.80,[KLK2001] 921128.80,,,,0
Fermi bn100827455,GRB 100827A|Fermi bn100827455,,,,0
Fermi bn100122616,GRB 100122A|Fermi bn100122616,,,,0
3B 930416,3B 930416|4B 930416|Trigger  2306|[STK2001] 09093c,,,,0
[STK2001] 10705d,[STK2001] 10705d,,,,0
GRB 980829,GRB 980829|Trigger  7031,,,,0
GRB 020708,GRB 020708,,,,0
GRB 140516A,GRB 140516A,,,,0
Fermi bn110227229,GRB 110227B|Fermi bn110227229,,,,0
[STK2001] 11496b,[STK2001] 11496b,,,,0
GRB 990316,GRB 990316|GRB 990316A|Trigger  7475|[STK2001] 11253b,,,,0
GRB 150407A,GRB 150407A,,,,0
Trigger  5635,Trigger  5635|[STK2001] 10373f,,,,0
GRB 211104A,GRB 211104A,,,,0
GRB 981220,GRB 981220,,,,0
Fermi bn130723092,Fermi bn130723092,,,,0
Fermi bn120618128,GRB 120618A|Fermi bn120618128,,,,0
GRB 030429,GRB 030429A|GRB 030429|HETE Trigger  2695|XRF 030429,2.6580000,,23.700000762939453,0
GRB 901219,GRB 901219|WATCH 901219,,,,0
GRB 060826,GRB 060826,,,,0
GRB 000214A,GRB 000214A,,,,0
[STK2001] 09299b,[STK2001] 09299b,,,,0
Fermi bn150804806,Fermi bn150804806,,,,0
4B 950216,4B 950216|Trigger  3431,,,,0
1B 920127,1B 920127|2B 920127|3B 920127|4B 920127|GRB 920127|Trigger  1318|[STK2001] 08648c,,,,0
GRB 990823,GRB 990823|Trigger  7732,,,,0
Fermi bn110118857,GRB 110118A|Fermi bn110118857,,,,0
GRB 980228B,GRB 980228B|Trigger  6618,,,,0
GRB 121225A,GRB 121225A,,,,0
GRB 971210A,GRB 971210A|Trigger  6528|[STK2001] 10792c,,,,0
Fermi bn091112737,GRB 091112|Fermi bn091112737|GRB 091112A,,,,0
Fermi bn180313978,GRB 180313A|Fermi bn180313978,,,,0
1B 910811,1B 910811|2B 910811|3B 910811|4B 910811|GRB 910811|Trigger   666|[STK2001] 08479b,,,,0
GRB 220411A,GRB 220411A,,,,0
GRB 080206,GRB 080206,,,,0
Fermi bn160718975,Fermi bn160718975,,,,0
[STK2001] 10426c,[STK2001] 10426c,,,,0
GRB 820827C,GRB 820827C,,,,0
GRB 221210A,GRB 221210A,,,,0
Fermi bn110916016,GRB 110916A|Fermi bn110916016,,,,0
[STK2001] 09286c,[STK2001] 09286c,,,,0
[STK2001] 09036b,[STK2001] 09036b,,,,0
[STK2001] 09829b,[STK2001] 09829b,,,,0
GRB 100713A,GRB 100713A,,,,0
[STK2001] 11513a,[STK2001] 11513a,,,,0
2B 930212,2B 930212|3B 930212|4B 930212|Trigger  2187|[STK2001] 09030b,,,,0
4B 960527,4B 960527|Trigger  5475|[STK2001] 10230d,,,,0
GRB 000319,GRB 000319|Trigger  8041,,,,0
Fermi bn130112353,Fermi bn130112353,,,,0
GRB 200512A,GRB 200512A,,,,0
GRB 061003,GRB 061003,,,,0
Fermi bn130228111,Fermi bn130228111,,,,0
GRB 210110A,GRB 210110A,,,,0
Fermi bn140224788,Fermi bn140224788,,,,0
GRB 060306C,GRB 060306C,,,,0
Fermi bn170711019,Fermi bn170711019,,,,0
[STK2001] 11530a,[STK2001] 11530a,,,,0
GRB 090427A,GRB 090427A,,,,0
GRB 881128,GRB 881128,,,,0
[KLK2001] 920128.93,[KLK2001] 920128.93,,,,0
Fermi bn140817293,Fermi bn140817293,,,,0
2B 920928,2B 920928|3B 920928|4B 920928|Trigger  1962,,,,0
Fermi bn170808065,Fermi bn170808065,,,,0
GRB 040209,GRB 040209,,,,0
GRB 111215B,GRB 111215B,,,,0
GRB 170712B,GRB 170712B,,,,0
GRB 060923,GRB 060923,,,,0
GRB 961006,GRB 961006|Trigger  5624|[STK2001] 10362a,,,,0
[KLK2001] 960825.40,[KLK2001] 960825.40,,,,0
Fermi bn100228873,GRB 100228B|Fermi bn100228873,,,,0
GRB 030102A,GRB 030102A,,,,0
PhebusB 950403a,PhebusB 950403a,,,,0
Trigger  6145,Trigger  6145|[STK2001] 10536b,,,,0
[KLK2001] 960321.22,[KLK2001] 960321.22,,,,0
[STK2001] 11579b,[STK2001] 11579b,,,,0
Fermi bn160628579,Fermi bn160628579,,,,0
3B 930809B,3B 930809B|4B 930809B|Trigger  2485,,,,0
GRB 110820A,GRB 110820A,,,,0
4B 960102,4B 960102|Trigger  4216|[STK2001] 10084d,,,,0
XRF 020118,XRF 020118,,,,0
GRB 980518,GRB 980518|Trigger  6763|[STK2001] 10951c,,,,0
GRB 071118,GRB 071118,,,,0
4B 960813B,4B 960813B|Trigger  5573|[STK2001] 10308e,,,,0
Fermi bn170114833,GRB 170114B|Fermi bn170114833,,,,0
GRB 200219S,GRB 200219S,,,,0
2B 920525,2B 920525|3B 920525|4B 920525|BSAS 920525 12423|GRB 920525|Trigger  1625|[STK2001] 08767b,0.1500000,,,0
[KLK2001] 920216.52,[KLK2001] 920216.52,,,,0
Fermi bn101204343,GRB 101204B|Fermi bn101204343,,,,0
Trigger  6922,Trigger  6922|[STK2001] 11008a,,,,0
[STK2001] 09341d,[STK2001] 09341d,,,,0
GRB 171219A,GRB 171219A,,,,0
4B 960516C,4B 960516C|Trigger  5462,,,,0
4B 960814,4B 960814|Trigger  5574|[STK2001] 10309c,,,,0
[KLK2001] 940708.01,[KLK2001] 940708.01,,,,0
3B 940806C,3B 940806C|4B 940806C|Trigger  3108|[STK2001] 09570a,,,,0
Fermi bn110703557,GRB 110703A|Fermi bn110703557,,,,0
Fermi bn140508629,Fermi bn140508629,,,,0
Fermi bn180111815,Fermi bn180111815,,,,0
Fermi bn120612680,GRB 120612B|Fermi bn120612680,,,,0
[STK2001] 10518b,[STK2001] 10518b,,,,0
GRB 050805A,GRB 050805A,,,,0
GRB 970206,GRB 970206|Trigger  6029,,,,0
Fermi bn130514560,GRB 130514B|Fermi bn130514560,,,,0
4B 960707C,4B 960707C|Trigger  5531|[STK2001] 10271c,,,,0
GBS 2252-03,GBS 2252-03|GRB 791105B|KONUS 05.11.79|[ABH87] 68,,,,0
4B 960803,4B 960803|GRB 960803|Trigger  5561|[STK2001] 10298e,,,,0
[STK2001] 11154b,[STK2001] 11154b,,,,0
Fermi bn161214722,GRB 161214B|Fermi bn161214722,,,,0
[STK2001] 11007a,[STK2001] 11007a,,,,0
GRB 050908,GRB 050908,3.3467000,,,0
GRB 211107B,GRB 211107B,,,,0
2B 920407,2B 920407|3B 920407|4B 920407|Trigger  1543,,,,0
Fermi bn180201780,Fermi bn180201780,,,,0
Fermi bn100811781,GRB 100811B|Fermi bn100811781,,,,0
GRB 930106B,2B 930106B|3B 930106B|4B 930106B|GRB 930106B|Trigger  2122|[STK2001] 08993f,,,,0
GRB 190508A,GRB 190508A,,,,0
[STK2001] 11483a,[STK2001] 11483a,,,,0
NTB 931206.45,NTB 931206.45,,,,0
GRB 210528B,GRB 210528B,,,,0
GRB 210413B,GRB 210413B,,,,0
[KLK2001] 921008.15,[KLK2001] 921008.15,,,,0
GRB 190630A,GRB 190630A,,,,0
GRB 020714,GRB 020714,,,,0
Fermi bn121019233,Fermi bn121019233,,,,0
3B 940111,3B 940111|4B 940111|Trigger  2751|[STK2001] 09363b,,,,0
4B 961027B,4B 961027B|GRB 961027B|Trigger  5647|[STK2001] 10383e,,,,0
[STK2001] 10901d,[STK2001] 10901d,,,,0
Fermi bn150530488,GRB 150530A|Fermi bn150530488,,,,0
Fermi bn101008697,GRB 101008A|Fermi bn101008697,,,,0
GRB 151022A,GRB 151022A,,,,0
1B 920305B,1B 920305B|2B 920305B|3B 920305B|4B 920305B|Trigger  1463,,,,0
GRB 000615B,GRB 000615B,,,,0
GRB 000730,GRB 000730,,,,0
GRB 220730A,GRB 220730A,,,,0
GRB 070520B,GRB 070520B,,,,0
1B 920301,1B 920301|2B 920301|3B 920301|4B 920301|Trigger  1456|[STK2001] 08682a,,,,0
Fermi bn180522678,Fermi bn180522678,,,,0
Fermi bn131008858,GRB 131008|Fermi bn131008858,,,,0
[STK2001] 10305b,[STK2001] 10305b,,,,0
GRB 130812A,GRB 130812A,,,,0
GRB 210511A,GRB 210511A,,,,0
1B 910509,1B 910509|2B 910509|3B 910509|4B 910509|GRB 910509|Trigger   171|[STK2001] 08385a,,,,0
GRB 221008A,GRB 221008A,,,,0
GRB 881016B,GRB 881016B,,,,0
[STK2001] 11683d,[STK2001] 11683d,,,,0
[STK2001] 11151a,[STK2001] 11151a,,,,0
Fermi bn151210041,Fermi bn151210041,,,,0
3B 940503,3B 940503|4B 940503|Trigger  2958|[STK2001] 09475b,,,,0
[STK2001] 09277a,[STK2001] 09277a,,,,0
GRB 161202A,GRB 161202A,,,,0
2B 920627B,2B 920627B|3B 920627B|4B 920627B|Trigger  1675,,,,0
[STK2001] 09225a,[STK2001] 09225a,,,,0
GRB 070729,GRB 070729,,,,0
GRB 060115,GRB 060115|XRR 060115,3.5328000,,,0
GRB 010903,GRB 010903,,,,0
[STK2001] 10832a,[STK2001] 10832a,,,,0
GRB 221022C,GRB 221022C,,,,0
1B 910817,1B 910817|2B 910817|3B 910817|4B 910817|Trigger   690|[STK2001] 08485b,,,,0
GRB 081003B,GRB 081003B,,,,0
GRB 150616A,GRB 150616A,,,,0
[KLK2001] 951218.77,[KLK2001] 951218.77,,,,0
[KLK2001] 950912.39,[KLK2001] 950912.39,,,,0
Fermi bn160928825,GRB 160928A|Fermi bn160928825,,,,0
[STK2001] 11307c,[STK2001] 11307c,,,,0
1B 910526B,1B 910526B|2B 910526B|3B 910526B|4B 910526B|GRB 910526B|Trigger   228|[STK2001] 08402a,,,,0
[STK2001] 10044c,[STK2001] 10044c,,,,0
Fermi bn100829374,GRB 100829B|Fermi bn100829374,,,,0
[STK2001] 11407a,[STK2001] 11407a,,,,0
3B 940616D,3B 940616D|4B 940616D|Trigger  3031,,,,0
Fermi bn120302080,GRB 120302A|Fermi bn120302080,,,,0
GRB 191031D,GRB 191031D,,,,0
Fermi bn110410133,GRB 110410A|Fermi bn110410133,,,,0
[STK2001] 09292c,[STK2001] 09292c,,,,0
4B 960416,4B 960416|GRB 960416|Trigger  5428|[STK2001] 10189b,,,,0
Fermi bn140715231,GRB 140715A|Fermi bn140715231,,,,0
3B 940611,3B 940611|4B 940611|Trigger  3026,,,,0
GRB 820829D,GRB 820829D,,,,0
[STK2001] 09633d,[STK2001] 09633d,,,,0
[STK2001] 09061d,[STK2001] 09061d,,,,0
GRB 191019B,GRB 191019B,,,,0
GRB 191228A,GRB 191228A,,,,0
GRB 150622A,GRB 150622A,,,,0
Trigger  7502,Trigger  7502|[STK2001] 11271a,,,,0
