MAIN_ID,IDS,Z_VALUE,FLUX_B,FLUX_V,SCRIPT_NUMBER_ID
Fermi bn161228032,GRB 161228C|Fermi bn161228032,,,,0
3B 930709B,3B 930709B|4B 930709B|Trigger  2437|[STK2001] 09177e,,,,0
[KLK2001] 940713.48,[KLK2001] 940713.48,,,,0
GRB 210531A,GRB 210531A,,,,0
GRB 031024,GRB 031024,,,,0
3B 940203,3B 940203|4B 940203|GRB 940203|PhebusB 940203|Trigger  2797|[STK2001] 09386b,,,,0
[KLK2001] 940218.81,[KLK2001] 940218.81,,,,0
Fermi bn100704149,GRB 100704A|Fermi bn100704149,3.6000000,,,0
Fermi bn120926753,Fermi bn120926753,,,,0
GRB 030605,GRB 030605,,,,0
GRB 051214,GRB 051214,,,,0
Fermi bn141113346,Fermi bn141113346,,,,0
Trigger  5667,Trigger  5667|[STK2001] 10398f,,,,0
1B 911004,1B 911004|2B 911004|3B 911004|4B 911004|GRB 911004|PhebusB 911004|Trigger   867|[STK2001] 08533b,,,,0
Fermi bn141230834,Fermi bn141230834,,,,0
Fermi bn090829702,GRB 090829B|Fermi bn090829702,,,,0
GRB 070103,GRB 070103,1.0000000,,,0
Fermi bn120703726,GRB 120703A|Fermi bn120703726,,,,0
GRB 070419A,GRB 070419A,0.9705000,,,0
Fermi bn120921877,GRB 120921A|Fermi bn120921877,,,,0
[KLK2001] 921025.99B,[KLK2001] 921025.99B,,,,0
GRB 180529A,GRB 180529A,,,,0
2B 920711,2B 920711|3B 920711|4B 920711|GRB 920711|Trigger  1695|WATCH 920711,0.2300000,,,0
[STK2001] 10268c,[STK2001] 10268c,,,,0
[STK2001] 09051e,[STK2001] 09051e,,,,0
GRB 061027,GRB 061027,,,,0
Fermi bn120427153,GRB 120427B|Fermi bn120427153,,,,0
GRB 120311B,GRB 120311B,,,,0
2B 921207,2B 921207|3B 921207|4B 921207|GRB 921207|Trigger  2083|[STK2001] 08963c,,,,0
GRB 080628,GRB 080628,,,,0
Fermi bn110625579,GRB 110625B|Fermi bn110625579,,,,0
3B 931003,3B 931003|4B 931003|Trigger  2560|[STK2001] 09263d,,,,0
GRB 200806A,GRB 200806A,,,,0
GRB 991123,GRB 991123|Trigger  7875,,,,0
Trigger  6452,Trigger  6452|[STK2001] 10749a,,,,0
GRB 790829,GRB 790829|KONUS 29.08.79,,,,0
Fermi bn140809133,Fermi bn140809133,,,,0
3B 940902C,3B 940902C|4B 940902C|Trigger  3151,,,,0
GRB 101029A,GRB 101029A,,,,0
[KLK2001] 921128.11,[KLK2001] 921128.11,,,,0
3B 930621B,3B 930621B|4B 930621B|Trigger  2405|[STK2001] 09159b,,,,0
GRB 051031,GRB 051031,,,,0
Trigger  7751,Trigger  7751|[STK2001] 11425b,,,,0
Trigger  6490,Trigger  6490|[STK2001] 10774a,,,,0
GRB 021125B,GRB 021125B,,,,0
[STK2001] 10130c,[STK2001] 10130c,,,,0
GRB 200319A,GRB 200319A,,,,0
GRB 020406,GRB 020406,,,,0
GRB 220304A,GRB 220304A,,,,0
GRB 110328A,GRB 110328A|2MAXI J1645+576|NAME Swift J1644+57|SWIFT J164449.3+573451,0.3530000,,,0
[KLK2001] 940517.30,[KLK2001] 940517.30,,,,0
GRB 130315A,GRB 130315A,,,,0
Fermi bn160519677,Fermi bn160519677,,,,0
Fermi bn120118898,GRB 120118C|Fermi bn120118898,,,,0
GRB 210709A,GRB 210709A,,,,0
GRB 020426,GRB 020426,,,,0
GRB 041211D,GRB 041211D,,,,0
Fermi bn120220210,GRB 120220A|Fermi bn120220210,,,,0
Fermi bn111207512,GRB 111207B|Fermi bn111207512,,,,0
GRB 940722,GRB 940722|3B 940722|4B 940722|Trigger  3093|[STK2001] 09555b,,,,0
[STK2001] 09451b,[STK2001] 09451b,,,,0
Fermi bn130924255,Fermi bn130924255,,,,0
[STK2001] 10494b,[STK2001] 10494b,,,,0
3B 931030B,3B 931030B|4B 931030B|Trigger  2610|[STK2001] 09290d,,,,0
[KLK2001] 920128.14,[KLK2001] 920128.14,,,,0
[STK2001] 10188f,[STK2001] 10188f,,,,0
[STK2001] 09872a,[STK2001] 09872a,,,,0
[STK2001] 09796c,[STK2001] 09796c,,,,0
[KLK2001] 931007.20,[KLK2001] 931007.20,,,,0
GRB 021008,GRB 021008,,,,0
[STK2001] 08751a,[STK2001] 08751a,,,,0
[STK2001] 09991a,[STK2001] 09991a,,,,0
1B 911117B,1B 911117B|2B 911117B|3B 911117B|4B 911117B|Trigger  1073|[STK2001] 08577b,,,,0
3B 931218,3B 931218|4B 931218|Trigger  2696,,,,0
GRB 991210A,GRB 991210A|Trigger  7898,,,,0
[STK2001] 11637b,[STK2001] 11637b,,,,0
GRB 800127B,GRB 800127B,,,,0
[STK2001] 10089d,[STK2001] 10089d,,,,0
GRB 050904,GRB 050904,6.2950000,,,0
GRB 071031,GRB 071031|XRF 071031,2.6912000,,,0
[STK2001] 09475a,[STK2001] 09475a,,,,0
GRB 191221B,GRB 191221B|MASTER OT J101919.24-380928.7,,,,0
1B 920305,1B 920305|2B 920305|3B 920305|4B 920305|Trigger  1466|[STK2001] 08686c,,,,0
Trigger  6104,Trigger  6104|[STK2001] 10506b,,,,0
GRB 191213B,GRB 191213B,,,,0
GRB 910204C,GRB 910204C|PhebusB 910204c,,,,0
GRB 811231,GRB 811231,,,,0
GRB 090111,GRB 090111|XRR 090111,,,,0
3B 940119B,3B 940119B|4B 940119B|Trigger  2770|[STK2001] 09371a,,,,0
Fermi bn110412315,GRB 110412A|Fermi bn110412315,,,,0
GRB 210621A,GRB 210621A,,,,0
GRB 220201A,GRB 220201A,,,,0
3B 930428,3B 930428|4B 930428|GRB 930428|Trigger  2320|[STK2001] 09105a,,,,0
3B 930614C,3B 930614C|4B 930614C|Trigger  2395,,,,0
GRB 221013A,GRB 221013A,,,,0
Fermi bn150203173,GRB 150203A|Fermi bn150203173,,,,0
GRB 220305B,GRB 220305B,,,,0
Trigger  7523,Trigger  7523|[STK2001] 11288e,,,,0
Fermi bn130505955,Fermi bn130505955,,,,0
GRB 020918,GRB 020918,,,,0
[KLK2001] 960125.39,[KLK2001] 960125.39,,,,0
[KLK2001] 930424.45,[KLK2001] 930424.45,,,,0
Trigger  5955,Trigger  5955|[STK2001] 10476a,,,,0
[STK2001] 10068b,[STK2001] 10068b,,,,0
GRB 981021A,GRB 981021A|Trigger  7167|[STK2001] 11107a,,,,0
GRB 130521B,GRB 130521B,,,,0
Trigger  6380,Trigger  6380|[STK2001] 10703c,,,,0
Fermi bn120926335,Fermi bn120926335,,,,0
1B 910814C,1B 910814C|2B 910814C|3B 910814C|4B 910814C|BSAS 910814 40182|GRB 910814C|PhebusB 910814a|Trigger   676|[STK2001] 08482c,1.8830000,,,0
GRB 150915A,GRB 150915A,1.9680000,,,0
Fermi bn090117335,GRB 090117B|Fermi bn090117335,,,,0
3B 930311,3B 930311|4B 930311|Trigger  2233|[STK2001] 09057a,,,,0
GRB 160119A,GRB 160119A,,,,0
Fermi bn150527662,Fermi bn150527662,,,,0
GRB 991221,GRB 991221,,,,0
Fermi bn180403565,Fermi bn180403565,,,,0
[KLK2001] 940506.93,[KLK2001] 940506.93,,,,0
Fermi bn171212948,Fermi bn171212948,,,,0
GRB 200923A,GRB 200923A,,,,0
[KLK2001] 950920.22,[KLK2001] 950920.22,,,,0
Fermi bn170317666,Fermi bn170317666,,,,0
Fermi bn110227009,GRB 110227A|Fermi bn110227009,,,,0
Fermi bn140511095,GRB 140511A|Fermi bn140511095,,,,0
GRB 011008,GRB 011008,,,,0
[STK2001] 11132b,[STK2001] 11132b,,,,0
Fermi bn161229878,GRB 161229A|Fermi bn161229878,,,,0
GRB 080701A,GRB 080701A,,,,0
GRB 200223A,GRB 200223A,,,,0
[STK2001] 10082a,[STK2001] 10082a,,,,0
PhebusB 931012,PhebusB 931012,,,,0
[STK2001] 09224a,[STK2001] 09224a,,,,0
Fermi bn140426515,Fermi bn140426515,,,,0
NTB 930217.80,NTB 930217.80,,,,0
3B 940902B,3B 940902B|4B 940902B|Trigger  3153|[STK2001] 09597c,,,,0
1B 910809C,1B 910809C|2B 910809C|3B 910809C|4B 910809C|Trigger   658|[STK2001] 08477a,,,,0
Fermi bn180706351,GRB 180706A|Fermi bn180706351,,,,0
[STK2001] 09268f,[STK2001] 09268f,,,,0
Fermi bn140506880,GRB 140506A|Fermi bn140506880,0.8890000,,,0
Fermi bn131212814,Fermi bn131212814,,,,0
GRB 090305C,GRB 090305C,,,,0
[STK2001] 11220a,[STK2001] 11220a,,,,0
GRB 961226,GRB 961226|Trigger  5726|[STK2001] 10443b,,,,0
Fermi bn150110923,GRB 150110B|Fermi bn150110923,,,,0
4B 960415,4B 960415|Trigger  5427|[STK2001] 10188h,,,,0
Fermi bn180528465,Fermi bn180528465,,,,0
Fermi bn170206453,GRB 170206A|Fermi bn170206453,,,,0
GRB 980607,GRB 980607|Trigger  6809,,,,0
[STK2001] 08474a,[STK2001] 08474a,,,,0
GRB 070910,GRB 070910,,,,0
GRB 041219C,GRB 041219C,,,,0
BSAS 941126 44558,BSAS 941126 44558,,,,0
GRB 790705,GRB 790705|KONUS 05.07.79,,,,0
Fermi bn101025267,Fermi bn101025267,,,,0
Fermi bn080818945,GRB 080818B|Fermi bn080818945,,,,0
2B 920630,2B 920630|3B 920630|4B 920630|Trigger  1682,,,,0
[KLK2001] 950514.73,[KLK2001] 950514.73,,,,0
[STK2001] 10068e,[STK2001] 10068e,,,,0
GRB 960907,GRB 960907|Trigger  5594|[STK2001] 10333c,,,,0
[STK2001] 11466c,[STK2001] 11466c,,,,0
3B 940223,3B 940223|4B 940223|Trigger  2844|[STK2001] 09406b,,,,0
GRB 201223A,GRB 201223A,,,,0
[STK2001] 10325g,[STK2001] 10325g,,,,0
2B 920721D,2B 920721D|3B 920721D|4B 920721D|Trigger  1714|[STK2001] 08824b,,,,0
Fermi bn101127102,GRB 101127B|Fermi bn101127102,,,,0
[KLK2001] 950320.53,[KLK2001] 950320.53,,,,0
Trigger  7323,Trigger  7323|[STK2001] 11191a,,,,0
[STK2001] 08400a,[STK2001] 08400a,,,,0
Fermi bn120604220,GRB 120604A|Fermi bn120604220,,,,0
Fermi bn090405663,GRB 090405|Fermi bn090405663|GRB 090405A,,,,0
Fermi bn170625692,Fermi bn170625692,,,,0
Fermi bn090418816,GRB 090418C|Fermi bn090418816,,,,0
GRB 990216,GRB 990216|Trigger  7390|[STK2001] 11225b,,,,0
[STK2001] 10956b,[STK2001] 10956b,,,,0
GRB 110923,GRB 110923,,,,0
GRB 200925B,GRB 200925B,,,,0
GRB 070808,GRB 070808,1.3500000,,,0
GRB 930702,GRB 930702|Trigger  2426,,,,0
Fermi bn150609316,Fermi bn150609316,,,,0
[KLK2001] 931115.09,[KLK2001] 931115.09,,,,0
GRB 991026,GRB 991026,,,,0
PhebusB 940911,PhebusB 940911,,,,0
GRB 991104,GRB 991104|Trigger  7840|[STK2001] 11486b,,,,0
Fermi bn140414693,Fermi bn140414693,,,,0
Fermi bn160917479,GRB 160917A|Fermi bn160917479,,,,0
GRB 000524,GRB 000524|Trigger  8116|[STK2001] 11688a,,,,0
Fermi bn101023951,GRB 101023A|Fermi bn101023951,,,,0
1B 920224,1B 920224|2B 920224|3B 920224|4B 920224|Trigger  1432|[STK2001] 08676a,,,,0
GRB 880806,GRB 880806,,,,0
GRB 020604,GRB 020604,,,,0
GRB 110510,GRB 110510,,,,0
Fermi bn141102536,GRB 141102A|Fermi bn141102536,,,,0
3B 940907,3B 940907|4B 940907|GRB 940907|Trigger  3159|[STK2001] 09602c,,,,0
[STK2001] 09405a,[STK2001] 09405a,,,,0
GRB 220519A,GRB 220519A,,,,0
Fermi bn160521385,GRB 160521B|Fermi bn160521385,,,,0
Fermi bn170124874,GRB 170124A|Fermi bn170124874,,,,0
GRB 010104,GRB 010104,,,,0
Fermi bn141109447,Fermi bn141109447,,,,0
GRB 070731,GRB 070731,,,,0
[STK2001] 10331a,[STK2001] 10331a,,,,0
Fermi bn160804775,Fermi bn160804775,,,,0
[KLK2001] 921206.49,[KLK2001] 921206.49,,,,0
GRB 190422A,GRB 190422A,,,,0
WATCH 940907,WATCH 940907,,,,0
GRB 180329B,GRB 180329B,1.9980000,,,0
[STK2001] 10010c,[STK2001] 10010c,,,,0
Fermi bn200110518,Fermi bn200110518,,,,0
3B 940614,3B 940614|4B 940614|Trigger  3028|[STK2001] 09517b,,,,0
2B 920419B,2B 920419B|3B 920419B|4B 920419B|Trigger  1558|[STK2001] 08731a,,,,0
Fermi bn150422294,Fermi bn150422294,,,,0
[STK2001] 09539b,[STK2001] 09539b,,,,0
[KLK2001] 930211.88,[KLK2001] 930211.88,,,,0
SN 2013dx,SN 2013dx|Fermi bn130702004|GRB 130702A|iPTF 13bxl,0.1450000,,,0
GRB 060313,GRB 060313,0.1600000,21.030000686645508,19.65999984741211,0
[STK2001] 11379a,[STK2001] 11379a,,,,0
2B 911111C,2B 911111C|3B 911111C|4B 911111C|Trigger  1039|[STK2001] 08571a,,,,0
GRB 881025,GRB 881025,,,,0
Fermi bn101030664,GRB 101030A|Fermi bn101030664,,,,0
2B 921208,2B 921208|3B 921208|4B 921208|Trigger  2087|[STK2001] 08964a,,,,0
GRB 170626B,GRB 170626B,,,,0
Trigger  6602,Trigger  6602|[STK2001] 10859a,,,,0
Fermi bn140807500,Fermi bn140807500,,,,0
[STK2001] 10616c,[STK2001] 10616c,,,,0
Trigger  7710,Trigger  7710|[STK2001] 11404d,,,,0
Fermi bn130929375,Fermi bn130929375,,,,0
Fermi bn140901262,GRB 140901B|Fermi bn140901262,,,,0
GRB 060813,GRB 060813,,,,0
GRB 210306A,GRB 210306A,,,,0
Fermi bn180906597,Fermi bn180906597,,,,0
GRB 150213A,GRB 150213A,,,,0
Trigger  7352,Trigger  7352|[STK2001] 11204b,,,,0
[STK2001] 11209b,[STK2001] 11209b,,,,0
GRB 160422A,GRB 160422A,,,,0
4B 951119B,4B 951119B|Trigger  3913|[STK2001] 10040f,,,,0
[STK2001] 08467c,[STK2001] 08467c,,,,0
GRB 211229C,GRB 211229C,,,,0
3B 940101,3B 940101|4B 940101|Trigger  2728|[STK2001] 09353c,,,,0
[STK2001] 09090a,[STK2001] 09090a,,,,0
[STK2001] 11175c,[STK2001] 11175c,,,,0
Fermi bn091030828,GRB 091030|Fermi bn091030828|GRB 091030A,,,,0
Trigger  6319,Trigger  6319|[STK2001] 10654b,,,,0
1B 911209B,1B 911209B|2B 911209B|3B 911209B|4B 911209B|GRB 911209B|Trigger  1154|[STK2001] 08599a,,,,0
[KLK2001] 920509.33,[KLK2001] 920509.33,,,,0
[KLK2001] 960203.00,[KLK2001] 960203.00,,,,0
GRB 991004A,GRB 991004A|Trigger  7785|[STK2001] 11455a,,,,0
[STK2001] 11170f,[STK2001] 11170f,,,,0
[STK2001] 10673a,[STK2001] 10673a,,,,0
Fermi bn110217591,GRB 110217A|Fermi bn110217591,,,,0
Trigger  6708,Trigger  6708|[STK2001] 10929b,,,,0
3B 940504,3B 940504|4B 940504|Trigger  2961|[STK2001] 09476a,,,,0
Fermi bn160629930,GRB 160629A|Fermi bn160629930,3.3320000,,,0
GRB 150605A,GRB 150605A,,,,0
[STK2001] 10773d,[STK2001] 10773d,,,,0
[STK2001] 09861b,[STK2001] 09861b,,,,0
GRB 080307,GRB 080307,,,,0
[KLK2001] 921013.34,[KLK2001] 921013.34,,,,0
1B 910630,1B 910630|2B 910630|3B 910630|4B 910630|BSAS 910630 27424|GRB 910630|Trigger   469|[STK2001] 08437d,,,,0
4B 950412,4B 950412|Trigger  3503|[STK2001] 09819a,,,,0
Fermi bn120814201,Fermi bn120814201,,,,0
Fermi bn110610640,GRB 110610A|Fermi bn110610640,,,,0
GRB 060805A,GRB 060805A|GRB 060805,,,,0
2B 920731,2B 920731|3B 920731|4B 920731|Trigger  1732,,,,0
GRB 970801,GRB 970801|Trigger  6321|[STK2001] 10661a,,,,0
[STK2001] 10516b,[STK2001] 10516b,,,,0
[STK2001] 09064a,[STK2001] 09064a,,,,0
[STK2001] 11339c,[STK2001] 11339c,,,,0
2B 920414,2B 920414|3B 920414|4B 920414|GRB 920414|PhebusB 920414|Trigger  1553|[STK2001] 08726c,,,,0
[KLK2001] 940304.58,[KLK2001] 940304.58,,,,0
Fermi bn131024900,GRB 131024B|Fermi bn131024900,,,,0
4B 950410,4B 950410|Trigger  3502|[STK2001] 09817a,,,,0
GRB 200922B,GRB 200922B,,,,0
Trigger  7362,Trigger  7362|[STK2001] 11208c,,,,0
[KLK2001] 950713.66,[KLK2001] 950713.66,,,,0
[KLK2001] 921007.05,[KLK2001] 921007.05,,,,0
Fermi bn110702187,GRB 110702A|Fermi bn110702187,,,,0
4B 950103,4B 950103|Trigger  3342,,,,0
[STK2001] 10038c,[STK2001] 10038c,,,,0
[STK2001] 09691a,[STK2001] 09691a,,,,0
GRB 990713,GRB 990713,,,,0
GRB 100219A,GRB 100219A,4.6672300,,,0
GRB 211102B,GRB 211102B,,,,0
GRB 140311A,GRB 140311A,4.9540000,,,0
1B 920209,1B 920209|2B 920209|3B 920209|4B 920209|Trigger  1379,,,,0
GRB 910122,GRB 910122|PhebusB 910122|WATCH 910122,0.1900000,,,0
GRB 130725B,GRB 130725B,,,,0
GRB 980626,GRB 980626|Trigger  6877|[STK2001] 10990c,,,,0
Fermi bn140724533,Fermi bn140724533,,,,0
Fermi bn170203486,Fermi bn170203486,,,,0
[STK2001] 11642d,[STK2001] 11642d,,,,0
NTB 931007.33,NTB 931007.33,,,,0
GRB 080218A,GRB 080218A|GRB 080218,,,,0
Fermi bn100503554,GRB 100503A|Fermi bn100503554,,,,0
Fermi bn100414097,GRB 100414A|Fermi bn100414097,1.3680000,,,0
[KLK2001] 920622.27,[KLK2001] 920622.27,,,,0
[STK2001] 10463a,[STK2001] 10463a,,,,0
Fermi bn160709826,GRB 160709A|Fermi bn160709826,,,,0
GRB 781121A,GRB 781121A|[ABH87] 20,,,,0
GRB 990425,GRB 990425|Trigger  7530|[STK2001] 11293a,,,,0
GRB 210320A,GRB 210320A,,,,0
[STK2001] 08579c,[STK2001] 08579c,,,,0
[KLK2001] 940319.39,[KLK2001] 940319.39,,,,0
2B 930214,2B 930214|3B 930214|4B 930214|GRB 930214A|Trigger  2190|[STK2001] 09032a,,,,0
Trigger  5723,Trigger  5723|[STK2001] 10441c,,,,0
4B 951102B,4B 951102B|Trigger  3892|[STK2001] 10023e,,,,0
Fermi bn150805445,Fermi bn150805445,,,,0
[KLK2001] 940815.78,[KLK2001] 940815.78,,,,0
[KLK2001] 951226.23,[KLK2001] 951226.23,,,,0
GRB 991009,GRB 991009|Trigger  7794|[STK2001] 11460d,,,,0
[KLK2001] 950131.90,[KLK2001] 950131.90,,,,0
Fermi bn170929513,Fermi bn170929513,,,,0
4B 960130,4B 960130|Trigger  4660|[STK2001] 10112a,,,,0
Fermi bn130622615,Fermi bn130622615,,,,0
[STK2001] 10538a,[STK2001] 10538a,,,,0
Fermi bn161217128,GRB 161217B|Fermi bn161217128,,,,0
Trigger  7735,Trigger  7735,,,,0
GRB 151127A,GRB 151127A,,,,0
Trigger  7359,Trigger  7359,,,,0
[STK2001] 08820e,[STK2001] 08820e,,,,0
3B 940321,3B 940321|4B 940321|Trigger  2890|[STK2001] 09432d,,,,0
[KLK2001] 960201.96,[KLK2001] 960201.96,,,,0
3B 930606B,3B 930606B|4B 930606B|Trigger  2375|[STK2001] 09144b,,,,0
GRB 190404A,GRB 190404A,,,,0
Trigger  6276,Trigger  6276|[STK2001] 10617c,,,,0
Fermi bn130919985,Fermi bn130919985,,,,0
2B 920411B,2B 920411B|3B 920411B|4B 920411B|Trigger  1549,,,,0
4B 951105,4B 951105|Trigger  3897,,,,0
GRB 790419,GRB 790419|KONUS 19.04.79|[ABH87] 45,,,,0
GRB 220203A,GRB 220203A,,,,0
[KLK2001] 930826.49,[KLK2001] 930826.49,,,,0
4B 960209,4B 960209|Trigger  4807,,,,0
GRB 990703,GRB 990703|Trigger  7630|[STK2001] 11362c,,,,0
[STK2001] 11037b,[STK2001] 11037b,,,,0
[STK2001] 10243e,[STK2001] 10243e,,,,0
GRB 880830D,GRB 880830D,,,,0
GRB 090609,GRB 090609,,,,0
GRB 000313A,GRB 000313A|Trigger  8033,,,,0
GRB 970828,GRB 970828|Trigger  6350|XRF 970828|XSS J18076+5937|[DFK2001] VLA J180831.6+591851,0.9578000,,,0
GRB 990228,GRB 990228|Trigger  7433|[STK2001] 11237a,,,,0
[STK2001] 09933b,[STK2001] 09933b,,,,0
[STK2001] 09657a,[STK2001] 09657a,,,,0
GRB 210120A,GRB 210120A,,,,0
Fermi bn150313657,Fermi bn150313657,,,,0
[KLK2001] 971125.04,[KLK2001] 971125.04,,,,0
GRB 140422A,GRB 140422A,,,,0
GRB 150302A,GRB 150302A,,,,0
GRB 140308A,GRB 140308A,,,,0
GRB 890106,GRB 890106,,,,0
Trigger  7375,Trigger  7375|[STK2001] 11215f,,,,0
GRB 160106A,GRB 160106A,,,,0
GRB 881104,GRB 881104,,,,0
[KLK2001] 940411.33,[KLK2001] 940411.33,,,,0
GRB 201031A,GRB 201031A,,,,0
[STK2001] 09578a,[STK2001] 09578a,,,,0
GRB 020321,GRB 020321,,,,0
GRB 200811A,GRB 200811A,,,,0
[STK2001] 09376b,[STK2001] 09376b,,,,0
GRB 080916B,GRB 080916B,4.3500000,,,0
4B 951015B,4B 951015B|Trigger  3868,,,,0
GRB 220813A,GRB 220813A,,,,0
GRB 120305A,GRB 120305A,,,,0
2B 920331B,2B 920331B|3B 920331B|4B 920331B|Trigger  1530,,,,0
GRB 040329,GRB 040329,,,,0
3B 930711C,3B 930711C|4B 930711C|Trigger  2441|[STK2001] 09179b,,,,0
GRB 000219,GRB 000219|Trigger  7991,,,,0
Fermi bn191119261,Fermi bn191119261,,,,0
[KLK2001] 950406.84,[KLK2001] 950406.84,,,,0
GRB 080805,GRB 080805,1.5042000,,,0
GRB 160313A,GRB 160313A,,,,0
Fermi bn090108020,GRB 090108|Fermi bn090108020|GRB 090108A,,,,0
GRB 120229A,GRB 120229A,,,,0
GRB 960912,GRB 960912|Trigger  5601|[STK2001] 10338c,,,,0
GRB 050827,GRB 050827,,,,0
GRB 200320A,GRB 200320A,,,,0
Fermi bn150122960,Fermi bn150122960,,,,0
Fermi bn130612456,Fermi bn130612456,,,,0
GRB 961001,GRB 961001|Trigger  5621|[STK2001] 10357b,,,,0
Fermi bn091201089,GRB 091201A|Fermi bn091201089,,,,0
3B 931206,3B 931206|4B 931206|Trigger  2681,,,,0
GRB 710318,GRB 710318,,,,0
Fermi bn110101202,GRB 110101A|Fermi bn110101202,,,,0
[STK2001] 10774e,[STK2001] 10774e,,,,0
Fermi bn140628626,Fermi bn140628626,,,,0
Fermi bn081221681,GRB 081221|Fermi bn081221681|GRB 081221A,2.2600000,,,0
GRB 201221B,GRB 201221B,,,,0
[STK2001] 08431a,[STK2001] 08431a,,,,0
[STK2001] 08937c,[STK2001] 08937c,,,,0
GRB 970411,GRB 970411|Trigger  6168|[STK2001] 10549b,,,,0
PM J16269+1457,UCAC4 525-061488|2E  3693|2E 1624.6+1504|GRB 190714A|Karmn J16269+149|2MASS J16265441+1457502|PM J16269+1457|TIC 120028597|Gaia DR3 4463908945532756992|Gaia DR2 4463908945532756992,-0.0000600,,14.151000022888184,0
4B 960312,4B 960312|Trigger  5212|[STK2001] 10154b,,,,0
Fermi bn090826068,GRB 090826|Fermi bn090826068|GRB 090826A,,,,0
GRB 060228,GRB 060228,,,,0
4B 950301,4B 950301|Trigger  3448|[STK2001] 09777b,,,,0
Fermi bn170402285,GRB 170402A|Fermi bn170402285,,,,0
Trigger  7671,Trigger  7671|[STK2001] 11383a,,,,0
GRB 920925A,GRB 920925A,,,,0
Fermi bn160929529,Fermi bn160929529,,,,0
GRB 070724B,GRB 070724B,,,,0
GRB 190905A,GRB 190905A,,,,0
[STK2001] 08719b,[STK2001] 08719b,,,,0
GRB 150811A,GRB 150811A,,,,0
1B 910614B,1B 910614B|2B 910614B|3B 910614B|4B 910614B|Trigger   351|[STK2001] 08421b,,,,0
4B 960707,4B 960707|Trigger  5530|[STK2001] 10271b,,,,0
GRB 090315,GRB 090315,,,,0
Fermi bn080904886,GRB 080904|Fermi bn080904886|GRB 080904A,,,,0
[STK2001] 10071b,[STK2001] 10071b,,,,0
[STK2001] 08456f,[STK2001] 08456f,,,,0
Fermi bn160919613,Fermi bn160919613,,,,0
GRB 151112A,GRB 151112A,,,,0
GRB 130529A,GRB 130529A,,,,0
[STK2001] 10373d,[STK2001] 10373d,,,,0
Trigger  6419,Trigger  6419|[STK2001] 10730a,,,,0
GRB 200105A,GRB 200105A,,,,0
Fermi bn110511616,GRB 110511A|Fermi bn110511616,,,,0
GRB 200607B,GRB 200607B,,,,0
GRB 220606C,GRB 220606C,,,,0
[STK2001] 11299a,[STK2001] 11299a,,,,0
[STK2001] 08941f,[STK2001] 08941f,,,,0
Fermi bn160513962,Fermi bn160513962,,,,0
2B 921205,2B 921205|3B 921205|4B 921205|Trigger  2077|[STK2001] 08961a,,,,0
GRB 030328,GRB 030328A|GRB 030328|HETE Trigger  2650|XRF 030328,1.5200000,,,0
GRB 220306B,GRB 220306B,,,,0
GRB 881126A,GRB 881126A,,,,0
GRB 201029A,GRB 201029A,,,,0
Fermi bn150911315,Fermi bn150911315,,,,0
3B 940301,3B 940301|4B 940301|GRB 940301|PhebusB 940301|Trigger  2855|[STK2001] 09412c,,,,0
GRB 060204B,GRB 060204B,2.3393000,,,0
4B 960707B,4B 960707B|Trigger  5532|[STK2001] 10271d,,,,0
GRB 800603A,GRB 800603A,,,,0
GRB 120522A,GRB 120522A,,,,0
Fermi bn130407800,Fermi bn130407800,,,,0
GRB 810508,GRB 810508,,,,0
4B 960408,4B 960408|Trigger  5413|[STK2001] 10181b,,,,0
GRB 180809B,GRB 180809B,,,,0
GRB 210622A,GRB 210622A,,,,0
Trigger  6299,Trigger  6299|[STK2001] 10637b,,,,0
GRB 200801C,GRB 200801C,,,,0
[KLK2001] 960604.66,[KLK2001] 960604.66,,,,0
Fermi bn120212383,GRB 120212A|Fermi bn120212383,,,,0
GRB 960927,GRB 960927|Trigger  5617|[STK2001] 10353b,,,,0
Fermi bn090726218,GRB 090726B|Fermi bn090726218,,,,0
[STK2001] 10114c,[STK2001] 10114c,,,,0
[KLK2001] 960528.38,[KLK2001] 960528.38,,,,0
GRB 220930A,GRB 220930A,,,,0
Fermi bn120611108,GRB 120611A|Fermi bn120611108,,,,0
GRB 041218A,GRB 041218A,,,,0
GRB 190719A,GRB 190719A,,,,0
1B 911022,1B 911022|2B 911022|3B 911022|4B 911022|GRB 911022|Trigger   914|WATCH 911022|[STK2001] 08551a,,,,0
3B 930430,3B 930430|4B 930430|Trigger  2321|[STK2001] 09107c,,,,0
4B 960812,4B 960812|Trigger  5571|[STK2001] 10307a,,,,0
GRB 120804A,GRB 120804A,1.3000000,,,0
4B 950916B,4B 950916B|Trigger  3800|[STK2001] 09976b,,,,0
[STK2001] 09220a,[STK2001] 09220a,,,,0
Fermi bn101026034,GRB 101026A|Fermi bn101026034,,,,0
GRB 170702A,GRB 170702A,,,,0
GRB 021214,GRB 021214,,,,0
[KLK2001] 960811.91,[KLK2001] 960811.91,,,,0
1B 911219,1B 911219|2B 911219|3B 911219|4B 911219|GRB 911219|Trigger  1197|[STK2001] 08609f,,,,0
[STK2001] 09972a,[STK2001] 09972a,,,,0
4B 960715B,4B 960715B|Trigger  5540|[STK2001] 10279b,,,,0
Fermi bn130722990,Fermi bn130722990,,,,0
GRB 840805,GRB 840805,,,,0
